"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"111.90.149.99","45839","木马后门","c2 | 僵尸木马主控端 | 木马","apt | c2 | black | reputation"
"94.140.116.124","52173 | 52173","木马后门","c2 | 僵尸木马主控端 | 木马","apt | c2 | black | reputation"
"94.140.116.231","52173 | 52173","木马后门","僵尸木马主控端 | 木马","apt | c2 | black | reputation"
