"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"1x64.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"2x32.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"2x64.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"3x32.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"3x64.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"cron.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"lsd.systemten.org","","","僵尸木马主控端 | mining | coin | ","apt | reputation | mining | c2"
"shell.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"update.iap5u1rbety6vifaxsi9vovnc9jjay2l.com","","","僵尸木马主控端 | ","apt | reputation | c2"
"update.systemten.org","","","僵尸木马主控端 | mining | coin | ","apt | reputation | mining | c2"
