"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"193.19.191.240","58271 | 202750","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"196.45.118.14","37148","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"202.78.201.99","18059 | 18059","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"207.226.44.167","3491","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"212.6.56.67","8261","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"212.6.56.82","8261","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"213.150.170.192","2609 | 37492","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"62.12.39.117","21125 | 21125","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"62.212.226.118","","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"62.68.73.57","12653","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"72.232.222.58","22576","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"80.88.134.172","21125","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"82.113.19.72","6758","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"82.113.19.75","6758","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"82.211.156.190","16010","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"82.77.184.252","8708","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"85.195.129.196","30721 | 30721","","木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation"
"61paris.fr","","","僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
"academyawards.effers.com","","","c2 | 僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
"booking.etowns.org","","","僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
"cheapflights.etowns.net","","","c2 | 僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
"communityeu.xp3.biz","","","c2 | 僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
"easports.3d-game.com","","","僵尸木马主控端 | 木马后门 | 水坑攻击 | 鱼叉式钓鱼","apt | reputation | c2"
