"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"81.17.28.227","51852","","恶意软件 | 钓鱼 | 木马后门","apt | reputation"
"81.17.28.229","51852","","恶意软件 | 钓鱼 | 木马后门","apt | reputation"
"81.17.28.231","51852","","恶意软件 | 钓鱼 | 木马后门","apt | reputation"
"accounts-apple.com","","","僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"appleid.com.co","","","僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"privacy-google.com","","","僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"users-facebook.com","","","malware | phishing | 僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"xn--facebook-06k.com","","","僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"xn--google-yri.com","","","僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
"yahoomail.com.co","","","phishing | 僵尸木马主控端 | 恶意软件 | 钓鱼 | 木马后门","apt | reputation | c2"
