"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"104.248.9.143","","","","apt"
"149.28.203.102","20473","","","apt"
"198.199.105.192","14061 | 14061","","","apt"
"ashkidiore.org","","","僵尸木马主控端","apt | reputation | c2"
"asilofsen.net","","","僵尸木马主控端","apt | reputation | c2"
"druhanostex.net","","","僵尸木马主控端","apt | reputation | c2"
"kapintarama.net","","","僵尸木马主控端","apt | reputation | c2"
"manrodoerkes.org","","","僵尸木马主控端","apt | reputation | c2"
"moreflorecast.org","","","僵尸木马主控端","apt | reputation | c2"
"nduropasture.net","","","僵尸木马主控端 | c2","apt | reputation | c2"
"preploadert.net","","","僵尸木马主控端","apt | reputation | c2"
"subarnakan.org","","","僵尸木马主控端","apt | reputation | c2"
"troxymuntisex.org","","","僵尸木马主控端 | c2","apt | reputation | c2"
"8c6fe4c8b000e87b756d5fd0b53d3e230ceafa8928851a91dac42445c0bab8e3","","","","apt"
"c5642641064afc79402614cb916a1e3bd5ddd4932779709e38db64d6cc561cd5","","","","apt"
