"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"0qe.pdofan.ru","","","","apt"
"44jx.seraph15.ru","","","","apt"
"4t5zk1.anri44til.ru","","","","apt"
"51b6ru.anri44til.ru","","","","apt"
"57qy.perfdom.ru","","","","apt"
"5fui.anri44til.ru","","","","apt"
"5xbv.pdofan.ru","","","","apt"
"7xf3z.ogritefit.ru","","","","apt"
"9z2f.brizy5.ru","","","","apt"
"c.anri44til.ru","","","","apt"
"c.chernovik55.ru","","","","apt"
"d.seraph15.ru","","","","apt"
"e.j990981.ru","","","","apt"
"e.pdofan.ru","","","","apt"
"g.pdofan.ru","","","","apt"
"h.j990981.ru","","","","apt"
"jf.perfdom.ru","","","","apt"
"k1ristri.ru","","","","apt"
"mh.owak-kmyt.ru","","","僵尸木马主控端 | ","apt | reputation | c2"
"n3.pdofan.ru","","","","apt"
"ow.chernovik55.ru","","","","apt"
"p6.k1ristri.ru","","","","apt"
"pe.pdofan.ru","","","","apt"
"ro.pdofan.ru","","","","apt"
"s8n.j990981.ru","","","","apt"
"u3w.chernovik55.ru","","","","apt"
"uhavebullet.ru","","","","apt"
"v69.pdofan.ru","","","","apt"
"vdd9.ogritefit.ru","","","","apt"
"xm6.naabeteru.ru","","","","apt"
"ycl.k1ristri.ru","","","","apt"
"zvsk.ogritefit.ru","","","","apt"
